学号,课程名称,学分,平时成绩,期中成绩,期末成绩,实验成绩,总评成绩,备注,折算成绩,补考成绩,补考成绩备注,重修成绩,绩点,课程性质,课程归属,重修标记,选课课号,学年
1120,程序设计基础(C语言),4,,,,NA,77.6,,77.6,NA,,NA,2.76,专业必修课,,NA,(2012-2013-1)-05011049-48783,2012-2013
1120,高等数学,5,,,,NA,84,,84,NA,,NA,3.4,专业基础课,,NA,(2012-2013-1)-07132016-48785,2012-2013
1120,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-48784,2012-2013
1120,心理健康教育,2,,,,NA,90,,90,NA,,NA,4,公共课,,NA,(2012-2013-1)-10332063-48789,2012-2013
1120,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-48787,2012-2013
1120,公共体育,1,,,76,NA,76,,76,NA,,NA,2.6,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010029-5,2012-2013
1120,大学英语(2),4,92,85,70,NA,80,,80,NA,,NA,3,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1120,新技术讲座(2),0.5,,,83,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1120,程序设计基础项目,1.5,,,87,NA,87,,87,NA,,NA,3.7,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1120,电路原理,2,97,,54,NA,67,,67,NA,,NA,1.7,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1120,思想道德修养与法律基础,2,95,,73,NA,82,,82,NA,,NA,3.2,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1120,数据结构,4,95,,75.5,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1120,大学物理(1),4,90,,82,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1120,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1120,离散数学,4,100,,84,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1120,高等数学(2),5,95,,96,NA,96,,96,NA,,NA,4.6,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1120,民商法概论,2,60,,75,NA,69,,69,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-1)-03132239-10030074-1,2013-2014
1120,文献检索与利用,2,60,90,80,NA,75,,75,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-00100102-88080006-1,2013-2014
1120,大学物理(2),2,80,,67,NA,71,,71,NA,,NA,2.1,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1120,大学英语（五）,4,89,,56,NA,73,,73,NA,,NA,2.3,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1120,大学物理实验,1,,,,75,75,,75,NA,,NA,2.5,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1120,概率论与数理统计,3,92,,69,NA,78,,78,NA,,NA,2.8,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1120,面向对象程序设计(C++),3,100,,66,NA,80,,80,NA,,NA,3,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1120,电子电工实习,1,,,,80,80,,80,NA,,NA,3,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1120,模拟电子技术,3,96,,67,NA,82,,82,NA,,NA,3.2,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1120,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1120,物联网概论,2,85,,88,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1120,毛泽东思想和中国特色社会主义理论体系概论,4,92,,84,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1120,排球,2,83,,92,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-1)-11-08010027-9,2013-2014
1120,面向对象程序设计课程设计,1.5,,,,88,88,,88,NA,,NA,3.8,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1120,实用PPT高级应用,2,,,83,NA,83,,83,NA,,NA,3.3,公共任选课,科学与技术,0,(2013-2014-2)-10000011-05010019-1,2013-2014
1120,计算机网络基础,4,95,,45,NA,65,,65,NA,,NA,1.5,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1120,中国近代史纲要,2,91,,63,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1120,大学英语（四）,4,96,,54,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1120,MySQL数据库,3,87,,77,NA,80,,80,NA,,NA,3,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1120,Linux程序设计,4,85,,76,NA,80,,80,NA,,NA,3,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1120,数学实验,1,89,,82,NA,85.5,,85.5,NA,,NA,3.55,专业任选课,,0,(2013-2014-2)-10401002-07010030-2,2013-2014
1120,排球,2,88,,94,NA,91,,91,NA,,NA,4.1,公共必修课,,0,(2013-2014-2)-11-08010027-2,2013-2014
1120,数字逻辑,3,90,,92,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1120,网页程序设计,3,84,,70,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2014-2015-1)-10403013-05030004-1,2014-2015
1120,音视频处理,2,77.5,,83,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1120,单片机技术,3,83,,79,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-1)-10403016-05080001-3,2014-2015
1120,动态网站开发,4.5,90,,77,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-1)-10404519-05010057-1,2014-2015
1120,图像处理技术,2,85,,82,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1120,动态网站开发网页设计项目,2,,,,83,83,,83,NA,,NA,3.3,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1120,统一建模语言,2,100,,90,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2014-2015-1)-10402066-05010014-1,2014-2015
1120,.NET程序设计,3.5,87.5,,80,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1120,测试工具,3,80,,90.5,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403095-05010020-1,2014-2015
1120,无线传感器网络,2.5,90,,88,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2014-2015-2)-10403020-05080001-2,2014-2015
1120,动画制作技术,2,97.5,,83,NA,89,,89,NA,,NA,3.9,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1120,毕业设计,6,,,76,NA,76,,76,NA,,NA,2.6,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1120,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1120,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1122,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-48802,2012-2013
1122,大学英语,4,,,,NA,82.8,,82.8,NA,,NA,3.28,公共课,,NA,(2012-2013-1)-04132060-48803,2012-2013
1122,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-48805,2012-2013
1122,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-48808,2012-2013
1122,线性代数,3,,,,NA,85.4,,85.4,NA,,NA,3.54,专业基础课,,NA,(2012-2013-1)-07132103-48807,2012-2013
1122,马克思主义基本原理,2,,,,NA,86,,86,NA,,NA,3.6,公共基础课,,NA,(2012-2013-1)-03011001-48801,2012-2013
1122,心理健康教育,2,,,,NA,88.4,,88.4,NA,,NA,3.84,公共课,,NA,(2012-2013-1)-10332063-48809,2012-2013
1122,程序设计基础(C语言),4,,,,NA,90,,90,NA,,NA,4,专业必修课,,NA,(2012-2013-1)-05011049-48804,2012-2013
1122,高等数学,5,,,,NA,90.2,,90.2,NA,,NA,4.02,专业基础课,,NA,(2012-2013-1)-07132016-48806,2012-2013
1122,公共体育,1,,,91,NA,91,,91,NA,,NA,4.1,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010025-7,2012-2013
1122,程序设计基础项目,1.5,,,83,NA,83,,83,NA,,NA,3.3,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1122,新技术讲座(2),0.5,,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1122,大学英语(2),4,98,95,78.5,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1122,数据结构,4,89,,68.5,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1122,电路原理,2,97,,76,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1122,思想道德修养与法律基础,2,95,,75,NA,83,,83,NA,,NA,3.3,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1122,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1122,离散数学,4,100,,79,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1122,大学物理(1),4,91,,86,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1122,高等数学(2),5,87.5,,93,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1122,大学物理(2),2,95,,70,NA,78,,78,NA,,NA,2.8,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1122,毛泽东思想和中国特色社会主义理论体系概论,4,96,,76,NA,84,,84,NA,,NA,3.4,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1122,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1122,大学英语（五）,4,92,,83,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1122,物联网概论,2,85,,92,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1122,概率论与数理统计,3,92,,89,NA,90,,90,NA,,NA,4,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1122,大学物理实验,1,,,,90,90,,90,NA,,NA,4,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1122,田径,2,92,0,92,0,92,,92,NA,,NA,4.2,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1122,面向对象程序设计课程设计,1.5,,,,95,95,,95,NA,,NA,4.5,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1122,电子电工实习,1,,,,97,97,,97,NA,,NA,4.7,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1122,面向对象程序设计(C++),3,100,,96,NA,98,,98,NA,,NA,4.8,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1122,模拟电子技术,3,99,,97,NA,98,,98,NA,,NA,4.8,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1122,常用工具软件,2,82,,74,NA,76,,76,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-2)-10000057-10000000-1,2013-2014
1122,中国近代史纲要,2,92,,59,NA,72,,72,NA,,NA,2.2,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1122,大学英语（四）,4,93,,60,NA,77,,77,NA,,NA,2.7,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1122,田径,2,78,,96,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1122,Linux程序设计,4,100,,80,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1122,计算机网络基础,4,100,,83,NA,90,,90,NA,,NA,4,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1122,数学实验,1,91,,94,NA,92.5,,92.5,NA,,NA,4.25,专业任选课,,0,(2013-2014-2)-10401002-07010030-2,2013-2014
1122,数字逻辑,3,92.5,,93,NA,93,,93,NA,,NA,4.3,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1122,MySQL数据库,3,100,,98,NA,99,,99,NA,,NA,4.9,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1122,单片机技术,3,,,,NA,,免考,NA,NA,,NA,NA,专业必修课,,0,(2014-2015-1)-10403016-05080001-3,2014-2015
1122,动态网站开发网页设计项目,2,,,,NA,,免考,NA,NA,,NA,NA,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1122,算法分析与设计,3,,,78,NA,78,,78,NA,,NA,2.8,专业必修课,,NA,(2014-2015-1)-80000017-,2014-2015
1122,课程设计（软件工程）,1,,,78,NA,78,,78,NA,,NA,2.8,实践课,,NA,(2014-2015-1)-80000020-,2014-2015
1122,计算机组织与结构,4,,,79,NA,79,,79,NA,,NA,2.9,专业任选课,,NA,(2014-2015-1)-80000019-,2014-2015
1122,软件工程,3,,,83,NA,83,,83,NA,,NA,3.3,专业必修课,,NA,(2014-2015-1)-80000016-,2014-2015
1122,Web动态网页设计,2,,,85,NA,85,,85,NA,,NA,3.5,专业任选课,,NA,(2014-2015-1)-80000018-,2014-2015
1122,嵌入式系统设计,3,,,87,NA,87,,87,NA,,NA,3.7,专业限选课,,NA,(2014-2015-1)-80000023-,2014-2015
1122,.NET程序设计,2,,,92,NA,92,,92,NA,,NA,4.2,专业任选课,,NA,(2014-2015-1)-80000021-,2014-2015
1122,数据挖掘基础,2,,,81,NA,81,,81,NA,,NA,3.1,专业限选课,,NA,(2014-2015-2)-80000005-,2014-2015
1122,通信网概论,2,,,85,NA,85,,85,NA,,NA,3.5,专业限选课,,NA,(2014-2015-2)-80000002-,2014-2015
1122,游戏开发与设计,2,,,86,NA,86,,86,NA,,NA,3.6,专业限选课,,NA,(2014-2015-2)-80000007-,2014-2015
1122,智能终端软件开发技术,2,,,86,NA,86,,86,NA,,NA,3.6,专业任选课,,NA,(2014-2015-2)-80000006-,2014-2015
1122,网络编程,2,,,89,NA,89,,89,NA,,NA,3.9,专业限选课,,NA,(2014-2015-2)-80000022-,2014-2015
1122,数字图像处理,2,,,91,NA,91,,91,NA,,NA,4.1,专业限选课,,NA,(2014-2015-2)-80000004-,2014-2015
1122,岗前培训,3,,,75,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1122,毕业设计,6,,,77.4,NA,77,,77,NA,,NA,2.7,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1122,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1126,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-48820,2012-2013
1126,大学英语,4,,,,NA,75,,75,NA,,NA,2.5,公共课,,NA,(2012-2013-1)-04132060-48821,2012-2013
1126,程序设计基础(C语言),4,,,,NA,76.8,,76.8,NA,,NA,2.68,专业必修课,,NA,(2012-2013-1)-05011049-48822,2012-2013
1126,高等数学,5,,,,NA,77,,77,NA,,NA,2.7,专业基础课,,NA,(2012-2013-1)-07132016-48824,2012-2013
1126,心理健康教育,2,,,,NA,81.8,,81.8,NA,,NA,3.18,公共课,,NA,(2012-2013-1)-10332063-48829,2012-2013
1126,马克思主义基本原理,2,,,,NA,82,,82,NA,,NA,3.2,公共基础课,,NA,(2012-2013-1)-03011001-48819,2012-2013
1126,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-48823,2012-2013
1126,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-48827,2012-2013
1126,公共体育,1,,,78.7,NA,79,,79,NA,,NA,2.9,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08080002-4,2012-2013
1126,计算机辅助设计(AutoCAD),2,60,,,NA,60,,60,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-05011065-05080006-1,2012-2013
1126,法经济学,2,63,,66,NA,65,,65,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-03041015-05010016-1,2012-2013
1126,大学英语(2),4,95,85,59.5,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1126,程序设计基础项目,1.5,,,83,NA,83,,83,NA,,NA,3.3,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1126,新技术讲座(2),0.5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1126,电路原理,2,93,,51,NA,64,,64,NA,,NA,1.4,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1126,数据结构,4,92,,46.5,NA,65,,65,NA,,NA,1.5,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1126,高等数学(2),5,87.5,,53,NA,67,,67,NA,,NA,1.7,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1126,离散数学,4,100,,68,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1126,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1126,思想道德修养与法律基础,2,95,,84,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1126,大学物理(1),4,70,,40,NA,49,,49,45,,78,NA,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1126,金庸武侠小说研究,2,80,,76,NA,77,,77,NA,,NA,NA,公共任选课,历史与文学,0,(2013-2014-1)-10000035-10030235-1,2013-2014
1126,大学英语（五）,4,85,,53,NA,69,,69,NA,,NA,1.9,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1126,模拟电子技术,3,92,,54,NA,73,,73,NA,,NA,2.3,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1126,毛泽东思想和中国特色社会主义理论体系概论,4,90,,64,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1126,电子电工实习,1,,,,79,79,,79,NA,,NA,2.9,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1126,大学物理实验,1,,,,80,80,,80,NA,,NA,3,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1126,大学物理(2),2,80,,82,NA,81,,81,NA,,NA,3.1,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1126,概率论与数理统计,3,94,,72,NA,81,,81,NA,,NA,3.1,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1126,面向对象程序设计(C++),3,100,,72,NA,83,,83,NA,,NA,3.3,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1126,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1126,排球,2,82,,92,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-1)-11-08010027-9,2013-2014
1126,物联网概论,2,85,,88,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1126,面向对象程序设计课程设计,1.5,,,,93,93,,93,NA,,NA,4.3,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1126,计算机网络基础,4,95,,40,NA,62,,62,NA,,NA,1.2,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1126,中国近代史纲要,2,88,,59,NA,71,,71,NA,,NA,2.1,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1126,大学英语（四）,4,86,,56,NA,71,,71,NA,,NA,2.1,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1126,Linux程序设计,4,80,,66,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1126,数字逻辑,3,95,,76,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1126,MySQL数据库,3,87,,86,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1126,排球,2,84,,96,NA,90,,90,NA,,NA,4,公共必修课,,0,(2013-2014-2)-11-08010027-2,2013-2014
1126,数学实验,1,89,,94,NA,91.5,,91.5,NA,,NA,4.15,专业任选课,,0,(2013-2014-2)-10401002-07010030-2,2013-2014
1126,动态网站开发,4.5,70,,35,NA,49,,49,61,,NA,1,专业必修课,,0,(2014-2015-1)-10404519-05010057-1,2014-2015
1126,网页程序设计,3,94,,60,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2014-2015-1)-10403013-05030004-1,2014-2015
1126,动态网站开发网页设计项目,2,,,,77,77,,77,NA,,NA,2.7,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1126,统一建模语言,2,80,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2014-2015-1)-10402066-05010014-1,2014-2015
1126,单片机技术,3,70,,89,NA,80,,80,NA,,NA,3,专业必修课,,0,(2014-2015-1)-10403016-05080001-3,2014-2015
1126,音视频处理,2,77.5,,86,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1126,图像处理技术,2,85,,83,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1126,.NET程序设计,3.5,85,,78,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1126,无线传感器网络,2.5,85,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-2,2014-2015
1126,动画制作技术,2,85,,85,NA,85,,85,NA,,NA,3.5,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1126,测试工具,3,90,,91.5,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2014-2015-2)-10403095-05010020-1,2014-2015
1126,毕业设计,6,,,65.9,NA,66,,66,NA,,NA,1.6,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1126,岗前培训,3,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1126,职业方向培训,5,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1128,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-48840,2012-2013
1128,大学英语,4,,,,NA,67.6,,67.6,NA,,NA,1.76,公共课,,NA,(2012-2013-1)-04132060-48841,2012-2013
1128,线性代数,3,,,,NA,76,,76,NA,,NA,2.6,专业基础课,,NA,(2012-2013-1)-07132103-48845,2012-2013
1128,马克思主义基本原理,2,,,,NA,78,,78,NA,,NA,2.8,公共基础课,,NA,(2012-2013-1)-03011001-48839,2012-2013
1128,程序设计基础(C语言),4,,,,NA,83.6,,83.6,NA,,NA,3.36,专业必修课,,NA,(2012-2013-1)-05011049-48842,2012-2013
1128,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-48843,2012-2013
1128,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-48846,2012-2013
1128,心理健康教育,2,,,,NA,85.6,,85.6,NA,,NA,3.56,公共课,,NA,(2012-2013-1)-10332063-48848,2012-2013
1128,高等数学,5,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-07132016-48844,2012-2013
1128,公共体育,1,,,90,NA,90,,90,NA,,NA,4,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010029-5,2012-2013
1128,法经济学,2,73,,75,NA,74,,74,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-03041015-05010016-1,2012-2013
1128,大学英语(2),4,97,97.5,64,NA,81,,81,NA,,NA,3.1,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1128,程序设计基础项目,1.5,,,83,NA,83,,83,NA,,NA,3.3,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1128,新技术讲座(2),0.5,,,86,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1128,电路原理,2,97,,73,NA,80,,80,NA,,NA,3,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1128,大学物理(1),4,91,,81,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1128,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1128,数据结构,4,96,,80.5,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1128,思想道德修养与法律基础,2,95,,85,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1128,高等数学(2),5,80,,97,NA,90,,90,NA,,NA,4,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1128,离散数学,4,100,,97,NA,98,,98,NA,,NA,4.8,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1128,实用PPT高级应用技巧,2,100,,67,NA,80,,80,NA,,NA,3,公共任选课,科学与技术,0,(2013-2014-1)-10000011-05010019-2,2013-2014
1128,办公自动化,2,60,,70,NA,65,,65,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-05132013-10030209-1,2013-2014
1128,大学物理实验,1,,,,61,61,,61,NA,,NA,1.1,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1128,大学物理(2),2,62,,67,NA,66,,66,NA,,NA,1.6,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1128,大学英语（五）,4,90,,52,NA,71,,71,NA,,NA,2.1,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1128,毛泽东思想和中国特色社会主义理论体系概论,4,91,,65,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1128,面向对象程序设计课程设计,1.5,,,,82,82,,82,NA,,NA,3.2,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
