学号,课程名称,学分,平时成绩,期中成绩,期末成绩,实验成绩,总评成绩,备注,折算成绩,补考成绩,补考成绩备注,重修成绩,绩点,课程性质,课程归属,重修标记,选课课号,学年
1179,.NET程序设计,3.5,92.5,,80,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1179,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1179,毕业设计,6,,,82.3,NA,82,,82,NA,,NA,3.2,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1179,职业方向培训,5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1181,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49758,2012-2013
1181,马克思主义基本原理,2,,,,NA,67.8,,67.8,NA,,NA,1.78,公共基础课,,NA,(2012-2013-1)-03011001-49757,2012-2013
1181,线性代数,3,,,,NA,76.7,,76.7,NA,,NA,2.67,专业基础课,,NA,(2012-2013-1)-07132103-49763,2012-2013
1181,大学英语,4,,,,NA,77.3,,77.3,NA,,NA,2.73,公共课,,NA,(2012-2013-1)-04132060-49759,2012-2013
1181,程序设计基础(C语言),4,,,,NA,79.2,,79.2,NA,,NA,2.92,专业必修课,,NA,(2012-2013-1)-05011049-49760,2012-2013
1181,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49761,2012-2013
1181,高等数学,5,,,,NA,85.7,,85.7,NA,,NA,3.57,专业基础课,,NA,(2012-2013-1)-07132016-49762,2012-2013
1181,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-49764,2012-2013
1181,心理健康教育,2,,,,NA,95,,95,NA,,NA,4.5,公共课,,NA,(2012-2013-1)-10332063-49765,2012-2013
1181,公共体育,1,,,91,NA,91,,91,NA,,NA,4.1,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010025-7,2012-2013
1181,大学英语(2),4,95,95,65,NA,80,,80,NA,,NA,3,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1181,新技术讲座(2),0.5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1181,程序设计基础项目,1.5,,,,86,86,,86,NA,,NA,3.6,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1181,电路原理,2,94,,61,NA,71,,71,NA,,NA,2.1,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1181,数据结构,4,90,,60.5,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1181,离散数学,4,100,,69,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1181,大学物理(1),4,83,,80,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1181,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1181,思想道德修养与法律基础,2,90,,82,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1181,高等数学(2),5,95,,83,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1181,办公自动化,2,95,,65,NA,80,,80,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-05132013-10030209-2,2013-2014
1181,网页设计与制作,2,90,85,78,NA,83,,83,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-05132061-03010008-1,2013-2014
1181,模拟电子技术,3,86,,34,NA,60,,60,NA,,NA,1,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1181,大学物理实验,1,,,,60,60,,60,NA,,NA,1,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1181,电子电工实习,1,,,,70,70,,70,NA,,NA,2,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1181,大学英语（五）,4,93,,50,NA,72,,72,NA,,NA,2.2,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1181,概率论与数理统计,3,94,,65,NA,77,,77,NA,,NA,2.7,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1181,毛泽东思想和中国特色社会主义理论体系概论,4,94,,65,NA,77,,77,NA,,NA,2.7,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1181,大学物理(2),2,65,,87,NA,80,,80,NA,,NA,3,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1181,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1181,羽毛球,2,86,,88,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-1)-13-20130801-9,2013-2014
1181,物联网概论,2,,,93,NA,93,,93,NA,,NA,4.3,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1181,面向对象程序设计(C++),3,100,,89,NA,93,,93,NA,,NA,4.3,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1181,面向对象程序设计课程设计,1.5,,,,94,94,,94,NA,,NA,4.4,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1181,MySQL数据库,3,84,,25,NA,43,,43,90,,NA,1,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1181,中国近代史纲要,2,86,,61,NA,71,,71,NA,,NA,2.1,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1181,计算机网络基础,4,95,,56,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1181,大学英语（四）,4,92,,56,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1181,Linux程序设计,4,90,,68,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1181,数字逻辑,3,85,,83,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1181,乒乓球,2,79,,88,NA,84,,84,NA,,NA,3.4,公共必修课,,0,(2013-2014-2)-10-20130801-1,2013-2014
1181,数学实验,1,89,,82,NA,85.5,,85.5,NA,,NA,3.55,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1181,操作系统,3,69,,51,NA,60,,60,NA,,NA,1,专业必修课,,0,(2014-2015-1)-10403005-05010011-1,2014-2015
1181,传感器技术与应用,2.5,78,,75,NA,76,,76,NA,,NA,2.6,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1181,嵌入式程序设计,4.5,90,,84,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1181,单片机技术,3,90,,86,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1181,数据获取与处理嵌入式程序开发,2,,,90,NA,90,,90,NA,,NA,4,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1181,短距离无线通信技术,2.5,96,,94,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1181,RFID技术与应用,2.5,94,,96,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1181,计算机组成原理,3,75,,57,NA,64,,64,NA,,NA,1.4,专业任选课,,0,(2014-2015-2)-10404014-05010033-1,2014-2015
1181,可视化程序设计(QT),3.5,88,83,86,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1181,可视化程序设计,1.5,,,87,NA,87,,87,NA,,NA,3.7,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1181,无线传感器网络,2.5,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1181,物联网通信与组网技术,3,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1181,职业方向培训,5,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1181,毕业设计,6,,,80.1,NA,80,,80,NA,,NA,3,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1181,岗前培训,3,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1183,程序设计基础(C语言),4,,,,NA,52.4,,52.4,64,,NA,1,专业必修课,,NA,(2012-2013-1)-05011049-49769,2012-2013
1183,高等数学,5,,,,NA,63,,63,NA,,NA,1.3,专业基础课,,NA,(2012-2013-1)-07132016-49772,2012-2013
1183,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49767,2012-2013
1183,马克思主义基本原理,2,,,,NA,79.4,,79.4,NA,,NA,2.94,公共基础课,,NA,(2012-2013-1)-03011001-49766,2012-2013
1183,大学英语,4,,,,NA,80.1,,80.1,NA,,NA,3.01,公共课,,NA,(2012-2013-1)-04132060-49768,2012-2013
1183,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-49775,2012-2013
1183,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49771,2012-2013
1183,心理健康教育,2,,,,NA,95,,95,NA,,NA,4.5,公共课,,NA,(2012-2013-1)-10332063-49777,2012-2013
1183,公共体育,1,,,73.5,NA,74,,74,NA,,NA,2.4,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-10030223-1,2012-2013
1183,大学英语(2),4,90,90,67.5,NA,79,,79,NA,,NA,2.9,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1183,新技术讲座(2),0.5,,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1183,程序设计基础项目,1.5,,,,95,95,,95,NA,,NA,4.5,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1183,高等数学(2),5,87.5,,34,NA,55,,55,60,,NA,1,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1183,电路原理,2,80,,51,NA,60,,60,NA,,NA,1,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1183,大学物理(1),4,80,,62,NA,67,,67,NA,,NA,1.7,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1183,离散数学,4,100,,61,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1183,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1183,思想道德修养与法律基础,2,95,,85,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1183,数据结构,4,83,,22,NA,46,,46,38.5,,62,NA,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1183,用经济学智慧解读中国,2,,,87.4,NA,87.4,,87.4,NA,,NA,NA,网络公共选修课,经济与社会,0,(2013-2014-1)-10000053-jz100007-2,2013-2014
1183,Excel在经济管理中的应用,2,90,100,60,NA,82,,82,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-10000026-10030081-2,2013-2014
1183,中华民族精神,2,,,94.6,NA,94.6,,94.6,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000049-jz100003-2,2013-2014
1183,面向对象程序设计(C++),3,90,,49,NA,65,,65,NA,,NA,1.5,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1183,大学英语（五）,4,83.5,,54,NA,69,,69,NA,,NA,1.9,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1183,概率论与数理统计,3,96,,57,NA,73,,73,NA,,NA,2.3,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1183,毛泽东思想和中国特色社会主义理论体系概论,4,96,,61,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1183,大学物理实验,1,,,,75,75,,75,NA,,NA,2.5,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1183,大学物理(2),2,80,,75,NA,77,,77,NA,,NA,2.7,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1183,体育舞蹈,2,88,,72,NA,80,,80,NA,,NA,3,公共必修课,,0,(2013-2014-1)-08-08010025-1,2013-2014
1183,模拟电子技术,3,96,,69,NA,83,,83,NA,,NA,3.3,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1183,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1183,面向对象程序设计课程设计,1.5,,,,85,85,,85,NA,,NA,3.5,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1183,物联网概论,2,,,87,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1183,电子电工实习,1,,,,87,87,,87,NA,,NA,3.7,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1183,当代中国发展与信仰追求,2,,,78,NA,78,,78,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-2)-10000040-10030104-1,2013-2014
1183,中国近代史纲要,2,86,,51,NA,65,,65,NA,,NA,1.5,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1183,Linux程序设计,4,85,,60,NA,70,,70,NA,,NA,2,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1183,MySQL数据库,3,90,,64,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1183,计算机网络基础,4,95,,63,NA,76,,76,NA,,NA,2.6,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1183,大学英语（四）,4,96,,56,NA,76,,76,NA,,NA,2.6,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1183,数字逻辑,3,92.5,,76.5,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1183,体育舞蹈,2,92.2,,84,NA,88.1,,88.1,NA,,NA,3.81,公共必修课,,0,(2013-2014-2)-08-08010025-3,2013-2014
1183,数学实验,1,91,,94,NA,92.5,,92.5,NA,,NA,4.25,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1183,单片机技术,3,76,,76,NA,76,,76,NA,,NA,2.6,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1183,传感器技术与应用,2.5,83,,75,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1183,嵌入式程序设计,4.5,80,,76,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1183,数据获取与处理嵌入式程序开发,2,,,80,NA,80,,80,NA,,NA,3,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1183,RFID技术与应用,2.5,83,,80,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1183,图像处理技术,2,85,,80,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1183,短距离无线通信技术,2.5,83,,81,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1183,音视频处理,2,80,,88,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1183,无线传感器网络,2.5,70,,85,NA,79,,79,NA,,NA,2.9,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1183,物联网通信与组网技术,3,85,,82,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1183,动画制作技术,2,90,,85,NA,87,,87,NA,,NA,3.7,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1183,可视化程序设计(QT),3.5,85,90,88,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1183,可视化程序设计,1.5,,,96,NA,96,,96,NA,,NA,4.6,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1183,毕业设计,6,,,73.6,NA,74,,74,NA,,NA,2.4,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1183,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1183,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1185,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49791,2012-2013
1185,线性代数,3,,,,NA,71.1,,71.1,NA,,NA,2.11,专业基础课,,NA,(2012-2013-1)-07132103-49796,2012-2013
1185,高等数学,5,,,,NA,72.5,,72.5,NA,,NA,2.25,专业基础课,,NA,(2012-2013-1)-07132016-49795,2012-2013
1185,大学英语,4,,,,NA,77.8,,77.8,NA,,NA,2.78,公共课,,NA,(2012-2013-1)-04132060-49792,2012-2013
1185,马克思主义基本原理,2,,,,NA,78.2,,78.2,NA,,NA,2.82,公共基础课,,NA,(2012-2013-1)-03011001-49790,2012-2013
1185,程序设计基础(C语言),4,,,,NA,79.4,,79.4,NA,,NA,2.94,专业必修课,,NA,(2012-2013-1)-05011049-49793,2012-2013
1185,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49794,2012-2013
1185,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-49797,2012-2013
1185,心理健康教育,2,,,,NA,95,,95,NA,,NA,4.5,公共课,,NA,(2012-2013-1)-10332063-49798,2012-2013
1185,公共体育,1,,,79,NA,79,,79,NA,,NA,2.9,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010032-3,2012-2013
1185,大学英语(2),4,85,85,62.5,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1185,程序设计基础项目,1.5,,,,83,83,,83,NA,,NA,3.3,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1185,新技术讲座(2),0.5,,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1185,离散数学,4,86,,50,NA,61,,61,NA,,NA,1.1,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1185,电路原理,2,93,,52,NA,64,,64,NA,,NA,1.4,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1185,高等数学(2),5,87.5,,59,NA,70,,70,NA,,NA,2,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1185,大学物理(1),4,88,,67,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1185,数据结构,4,95,,60,NA,74,,74,NA,,NA,2.4,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1185,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1185,思想道德修养与法律基础,2,95,,78,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1185,办公自动化,2,90,0,85,0,88,,88,NA,,NA,NA,公共任选课,,0,(2012-2013-2)-05132013-10030209-1,2012-2013
1185,用经济学智慧解读中国,2,,,53.4,NA,53.4,,53.4,NA,,NA,NA,网络公共选修课,经济与社会,0,(2013-2014-1)-10000053-jz100007-1,2013-2014
1185,程序设计基础,2,89,95,92,NA,92,,92,NA,,NA,4.2,公共任选课,科学与技术,0,(2013-2014-1)-10402063-05010038-1,2013-2014
1185,局域网与广域网安全,2,,,0,NA,0,缺考,0,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-10000033-10030075-1,2013-2014
1185,中国伦理史视角,2,,,58.6,NA,58.6,,58.6,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000052-jz100006-2,2013-2014
1185,中华诗词之美,2,,,61.4,NA,61.4,,61.4,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000048-jz100002-1,2013-2014
1185,中华民族精神,2,,,83.4,NA,83.4,,83.4,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000049-jz100003-1,2013-2014
1185,影视鉴赏,2,,,81,NA,81,,81,NA,,NA,3.1,网络公共选修课,艺术,0,(2013-2014-1)-10000056-jz100010-1,2013-2014
1185,大学物理(2),2,68,,61,NA,63,,63,NA,,NA,1.3,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1185,大学物理实验,1,,,,63,63,,63,NA,,NA,1.3,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1185,概率论与数理统计,3,94,,50,NA,68,,68,NA,,NA,1.8,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1185,大学英语（五）,4,84.5,,54,NA,69,,69,NA,,NA,1.9,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1185,电子电工实习,1,,,,69,69,,69,NA,,NA,1.9,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1185,毛泽东思想和中国特色社会主义理论体系概论,4,88,,67,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1185,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1185,面向对象程序设计(C++),3,90,,84,NA,86,,86,NA,,NA,3.6,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1185,物联网概论,2,,,88,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1185,面向对象程序设计课程设计,1.5,,,,99,99,,99,NA,,NA,4.9,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1185,模拟电子技术,3,55,,54,NA,55,,55,38,,67,NA,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1185,计算机网络基础,4,98,,39,NA,63,,63,NA,,NA,1.3,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1185,数字逻辑,3,75,,57,NA,64,,64,NA,,NA,1.4,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1185,大学英语（四）,4,87,,46,NA,67,,67,NA,,NA,1.7,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1185,中国近代史纲要,2,82,,58,NA,68,,68,NA,,NA,1.8,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1185,Linux程序设计,4,87,,60,NA,71,,71,NA,,NA,2.1,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1185,MySQL数据库,3,87,,83,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1185,数学实验,1,93,,75,NA,84,,84,NA,,NA,3.4,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1185,科学启蒙,2,99,,100,NA,99,,99,NA,,NA,NA,网络公共选修课,科学与技术,0,(2014-2015-1)-10000047-jz100001-2,2014-2015
1185,足球,2,70,35,66,33,68,,68,NA,,NA,1.8,公共必修课,,0,(2014-2015-1)-02-08010032-4,2014-2015
1185,单片机技术,3,90,,56,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1185,图像处理技术,2,80,,78,NA,79,,79,NA,,NA,2.9,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1185,音视频处理,2,80,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1185,嵌入式程序设计,4.5,90,,86,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1185,数据获取与处理嵌入式程序开发,2,,,90,NA,90,,90,NA,,NA,4,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1185,传感器技术与应用,2.5,88,,95,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1185,短距离无线通信技术,2.5,97,,93,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1185,RFID技术与应用,2.5,96,,95,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1185,动画制作技术,2,80,,82,NA,81,,81,NA,,NA,3.1,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1185,可视化程序设计,1.5,,,87,NA,87,,87,NA,,NA,3.7,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1185,无线传感器网络,2.5,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1185,物联网通信与组网技术,3,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1185,可视化程序设计(QT),3.5,90,92,92,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1185,大学体育,4,,,,NA,86,,86,NA,,NA,3.6,公共必修课,,NA,(2014-2015-2)-08021001-,2014-2015
1185,毕业设计,6,,,80.1,NA,80,,80,NA,,NA,3,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1185,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1185,岗前培训,3,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1187,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49811,2012-2013
1187,程序设计基础(C语言),4,,,,NA,65.8,,65.8,NA,,NA,1.58,专业必修课,,NA,(2012-2013-1)-05011049-49814,2012-2013
1187,高等数学,5,,,,NA,68,,68,NA,,NA,1.8,专业基础课,,NA,(2012-2013-1)-07132016-49816,2012-2013
1187,计算机导论,2,,,,NA,75,,75,NA,,NA,2.5,公共必修课,,NA,(2012-2013-1)-05132035-49815,2012-2013
1187,马克思主义基本原理,2,,,,NA,76,,76,NA,,NA,2.6,公共基础课,,NA,(2012-2013-1)-03011001-49810,2012-2013
1187,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-49819,2012-2013
1187,心理健康教育,2,,,,NA,95,,95,NA,,NA,4.5,公共课,,NA,(2012-2013-1)-10332063-49820,2012-2013
1187,公共体育,1,,,79,NA,79,,79,NA,,NA,2.9,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010032-3,2012-2013
